CREATED_AT,DESCRIPTION,DESCRIPTION_I18N,EXTERNAL_RESOURCES,ID,NAME,NAME_I18N,TOPIC_VERSION,UPDATED_AT,_SDC_BATCHED_AT,_SDC_EXTRACTED_AT,_SDC_RECEIVED_AT,_SDC_SEQUENCE,_SDC_TABLE_VERSION,IMAGE_URL,TRANSLATION_KEY,COLLABORATOR_DESCRIPTION_I18N,RESOURCES_COUNT,UUID
2023-05-04 15:32:53.652 +0000,,"{""de"": ""Steigern Sie das Können in Bezug auf die wichtigsten Vertriebskompetenzen, um Geschäftschancen zu erzeugen und zu gewinnen."", ""en"": ""Enhance mastery of core commercial abilities to generate and win commercial opportunities."", ""es"": ""Perfecciona tu dominio de las habilidades de negocios fundamentales para generar y aprovechar las oportunidades comerciales."", ""fr"": ""Renforcez la maîtrise des compétences commerciales de base afin de générer et de remporter des opportunités commerciales."", ""ja"": ""主要な商業上の能力を高め、商業オポチュニティを創出し、獲得しましょう。"", ""pt"": ""Tenha mais domínio das principais habilidades comerciais para gerar e conquistar oportunidades comerciais."", ""ru"": ""Повышайте владение основными коммерческими навыками для создания и реализации коммерческих возможностей."", ""zh"": ""加强掌握核心商业能力，创造并赢得商业机会。""}",,49,,"{""de"": ""Sales Execution – Vertriebsabwicklung"", ""en"": ""Sales Execution"", ""es"": ""Ejecución de ventas"", ""fr"": ""Exécution des ventes"", ""ja"": ""セールスの実行"", ""pt"": ""Execução das Vendas"", ""ru"": ""Осуществление продаж"", ""zh"": ""销售执行""}",sales.perf,2023-05-15 22:02:12.105 +0000,2023-05-15 22:50:33.904 +0000,2023-05-15 22:49:48.330 +0000,2023-05-15 22:49:55.171 +0000,1684190988427584002,1570220153216,https://buapp-prod-encrypted.s3.amazonaws.com/resources/topic-themes/chess-pieces-stacked.png,sales_execution,"{""de"": ""Steigern Sie das Können in Bezug auf die wichtigsten Vertriebskompetenzen, um Geschäftsmöglichkeiten zu erzeugen und zu gewinnen."", ""en"": ""Enhance mastery of core commercial abilities to generate and win commercial opportunities."", ""es"": ""Perfecciona tu dominio de las habilidades de negocios fundamentales para generar y aprovechar oportunidades comerciales."", ""fr"": ""Renforcez la maîtrise des compétences commerciales de base afin de générer des opportunités commerciales et de s'en saisir."", ""ja"": ""主要な商業上の能力を高め、商業オポチュニティを創出し、獲得しましょう。"", ""pt"": ""Tenha mais domínio das principais habilidades comerciais para gerar e conquistar oportunidades comerciais."", ""ru"": ""Повышайте владение основными коммерческими навыками для создания и реализации коммерческих возможностей."", ""zh"": ""加强掌握核心商业能力，创造并赢得商业机会。""}",0,43ed06fb-6d5d-410c-a83e-376b69f33240
2023-05-04 15:32:54.665 +0000,,"{""de"": ""Kümmern Sie sich besser um Ihr körperliches und emotionales Selbst."", ""en"": ""Improve how you care for your physical and emotional self."", ""es"": ""Mejora cómo cuidas tu ser físico y emocional."", ""fr"": ""Mieux prendre soin de votre condition physique et émotionnelle."", ""ja"": ""身体的・精神的な自己をケア方法の改善。"", ""pt"": ""Melhorar os cuidados com o seu aspecto físico e emocional."", ""ru"": ""Повышение эффективности заботы о своем физическом и эмоциональном состоянии."", ""zh"": ""改善你照顾自己的身体和情绪的方式。""}",,53,,"{""de"": ""Wohlergehen"", ""en"": ""Well-Being"", ""es"": ""Bienestar"", ""fr"": ""Bien-être"", ""ja"": ""ウェルビーイング"", ""pt"": ""Bem-estar"", ""ru"": ""Благополучие и самочувствие"", ""zh"": ""幸福感""}",sales.perf,2023-05-08 10:09:15.600 +0000,2023-05-15 22:50:33.903 +0000,2023-05-15 22:49:48.330 +0000,2023-05-15 22:49:55.171 +0000,1684190988427538001,1570220153216,https://buapp-prod-encrypted.s3.amazonaws.com/resources/topic-themes/heart-in-hands.png,sales_well_being,"{""de"": ""Kümmern Sie sich besser um ihr körperliches und emotionales Selbst."", ""en"": ""Improve how they care for their physical and emotional self."", ""es"": ""Mejorar la forma de cuidar de sí mismos física y emocionalmente."", ""fr"": ""Mieux prendre soin de sa condition physique et émotionnelle."", ""ja"": ""彼らの身体的・精神的な自己ケア方法の改善。"", ""pt"": ""Melhorar os cuidados com os seus aspectos físicos e emocionais."", ""ru"": ""Этот человек повышает эффективность заботы о своем физическом и эмоциональном состоянии."", ""zh"": ""改善他们照顾自己的身体和情绪的方式。""}",0,81e712bf-6265-499d-91e4-006d71152c38
2023-05-04 15:32:53.239 +0000,,"{""de"": ""Nehmen Sie Ihre Karriere in die Hand oder halten Sie Kurs durch einen beruflichen Wechsel."", ""en"": ""Take ownership of your career path or navigate a transition."", ""es"": ""Reconoce tu trayectoria profesional o aborda una transición."", ""fr"": ""Prendre en main son plan de carrière ou vivre une transition."", ""ja"": ""キャリアパスの所有権を持つ、または移行を乗り越える。"", ""pt"": ""Assumir o controle da sua trajetória profissional ou enfrentar uma transição."", ""ru"": ""Возьмите под контроль свою карьеру или преодолейте трудности переходного периода."", ""zh"": ""掌控自己的职业道路或成功完成过渡。""}",,47,,"{""de"": ""Karriere"", ""en"": ""Career Development"", ""es"": ""Desarrollo profesional"", ""fr"": ""Développement de carrière"", ""ja"": ""キャリア開発"", ""pt"": ""Desenvolvimento de Carreira"", ""ru"": ""Профессиональное развитие"", ""zh"": ""职业发展""}",sales.perf,2023-05-08 10:09:15.566 +0000,2023-05-08 11:01:17.224 +0000,2023-05-08 10:49:08.943 +0000,2023-05-08 10:50:33.714 +0000,1683542949027990003,1570220153216,https://buapp-prod-encrypted.s3.amazonaws.com/resources/topic-themes/nested-doors.png,sales_career_development,"{""de"": ""Nehmen Sie ihre berufliche Karriere in die Hand oder halten Sie Kurs durch einen Wechsel."", ""en"": ""Take ownership of their career path or navigate a transition."", ""es"": ""Hacerse cargo de su trayectoria profesional o superar una transición."", ""fr"": ""Prendre en main son plan de carrière ou vivre une transition."", ""ja"": ""彼らのキャリアパスの所有権を持つ、または移行を乗り越える。"", ""pt"": ""Assumir o controle das suas trajetórias profissionais ou enfrentar uma transição."", ""ru"": ""Этот человек берет под контроль свою карьеру или преодолевает трудности переходного периода."", ""zh"": ""掌控他们的职业道路或成功完成过渡。""}",0,15aad91f-12d0-4511-90a5-d829a08b3101
2023-05-04 15:32:53.483 +0000,,"{""de"": ""Fokus und Produktivität steigern, um maximale Wirkung zu erzielen."", ""en"": ""Increase focus and productivity to drive maximum impact."", ""es"": ""Aumenta la concentración y la productividad para generar el máximo impacto."", ""fr"": ""Augmenter son niveau de concentration et sa productivité pour optimiser la portée de ses actions."", ""ja"": ""集中力と生産性を高め、最大限の効果を引き出す。"", ""pt"": ""Aumentar o foco e a produtividade para causar o máximo impacto."", ""ru"": ""Повышение уровня сосредоточенности и продуктивности для достижения максимального эффекта."", ""zh"": ""提升注意持久度和工作效率以产生最大的影响。""}",,48,,"{""de"": ""Zeitmanagement und Produktivität"", ""en"": ""Time Management and Productivity"", ""es"": ""Gestión del tiempo y productividad"", ""fr"": ""Gestion du temps et productivité"", ""ja"": ""時間の管理と生産性"", ""pt"": ""Gestão do Tempo e da Produtividade"", ""ru"": ""Тайм-менеджмент и продуктивность"", ""zh"": ""时间管理和工作效率""}",sales.perf,2023-05-08 10:09:15.591 +0000,2023-05-08 11:01:17.224 +0000,2023-05-08 10:49:08.943 +0000,2023-05-08 10:50:33.714 +0000,1683542949028028006,1570220153216,https://buapp-prod-encrypted.s3.amazonaws.com/resources/topic-themes/stopwatch-in-hand.png,sales_time_management_and_productivity,"{""de"": ""Fokus und Produktivität steigern, um maximale Wirkung zu erzielen."", ""en"": ""Increase focus and productivity to drive maximum impact."", ""es"": ""Aumenta la concentración y la productividad para generar el máximo impacto."", ""fr"": ""Augmenter son niveau de concentration et sa productivité pour optimiser la portée de ses actions."", ""ja"": ""集中力と生産性を高め、最大限の効果を引き出す。"", ""pt"": ""Aumentar o foco e a produtividade para causar o máximo impacto."", ""ru"": ""Повышение уровня сосредоточенности и продуктивности для достижения максимального эффекта."", ""zh"": ""提升注意持久度和工作效率以产生最大的影响。""}",0,cc8a57b0-effd-4bb8-9a78-2f6b53da9f9a
2023-05-04 15:32:54.013 +0000,,"{""de"": ""Verbessern Sie Ihr Auftreten als Führungskraft und Ihren Einflussbereich."", ""en"": ""Enhance your executive presence and realm of influence."", ""es"": ""Mejora tu presencia ejecutiva y tu ámbito de influencia."", ""fr"": ""Renforcer sa présence de leader et augmenter son niveau d’influence."", ""ja"": ""エグゼクティブの存在感を高め、影響力を発揮する。"", ""pt"": ""Aumentar sua presença executiva e o alcance da sua influência."", ""ru"": ""Повышение своего авторитета руководителя и сферы влияния."", ""zh"": ""提升你的领导者气质和影响力。""}",,51,,"{""de"": ""Einfluss"", ""en"": ""Influence"", ""es"": ""Influencia"", ""fr"": ""Influence"", ""ja"": ""影響力"", ""pt"": ""Influência"", ""ru"": ""Влияние"", ""zh"": ""影响力""}",sales.perf,2023-05-08 10:09:15.582 +0000,2023-05-08 11:01:17.224 +0000,2023-05-08 10:49:08.943 +0000,2023-05-08 10:50:33.714 +0000,1683542949028007005,1570220153216,https://buapp-prod-encrypted.s3.amazonaws.com/resources/topic-themes/magnet-and-people.png,sales_influence,"{""de"": ""Verbessern Sie ihr Auftreten als Führungskraft und Ihren Einflussbereich."", ""en"": ""Enhance their executive presence and realm of influence."", ""es"": ""Ampliar su presencia ejecutiva y su ámbito de influencia."", ""fr"": ""Renforcer sa présence de leader et augmenter son niveau d’influence."", ""ja"": ""彼らのエグゼクティブの存在感を高め、影響力を発揮する。"", ""pt"": ""Aumentar suas presenças executivas e o alcance das suas influências."", ""ru"": ""Этот человек повышает свой авторитет руководителя и сферы влияния."", ""zh"": ""提升他们的领导者气质和影响力。""}",0,3e341620-a1b1-4d89-ac29-cd37970572ef
2023-05-04 15:32:54.316 +0000,,"{""de"": ""Effektives Kommunizieren vor großem und kleinem Zuhörerkreis"", ""en"": ""Effectively communicate to audiences large and small."", ""es"": ""Comunícate efectivamente con audiencias grandes y pequeñas."", ""fr"": ""Communiquer efficacement avec des audiences de toutes tailles."", ""ja"": ""大小の聴衆に効果的に伝える。"", ""pt"": ""Comunicar-se de maneira eficaz com grandes e pequenas plateias."", ""ru"": ""Эффективная коммуникация с большими и малыми аудиториями."", ""zh"": ""无论受众如何，都能有效地沟通。""}",,52,,"{""de"": ""Kommunikation"", ""en"": ""Communication"", ""es"": ""Comunicación"", ""fr"": ""Communication"", ""ja"": ""コミュニケーション"", ""pt"": ""Comunicação"", ""ru"": ""Коммуникация"", ""zh"": ""沟通""}",sales.perf,2023-05-08 10:09:15.574 +0000,2023-05-08 11:01:17.224 +0000,2023-05-08 10:49:08.943 +0000,2023-05-08 10:50:33.714 +0000,1683542949027999004,1570220153216,https://buapp-prod-encrypted.s3.amazonaws.com/resources/topic-themes/multiple-microphones.png,sales_communication,"{""de"": ""Effektives Kommunizieren vor großem und kleinem Zuhörerkreis"", ""en"": ""Effectively communicate to audiences large and small."", ""es"": ""Comunícate efectivamente con audiencias grandes y pequeñas."", ""fr"": ""Communiquer efficacement avec des audiences de toutes tailles."", ""ja"": ""大小の聴衆に効果的に伝える。"", ""pt"": ""Comunicar-se de maneira eficaz com grandes e pequenas plateias."", ""ru"": ""Эффективная коммуникация с большими и малыми аудиториями."", ""zh"": ""无论受众如何，都能有效地沟通。""}",0,74e05efa-3259-4da5-9d3e-e866a0ab36ad
2019-07-12 16:37:42.305 +0000,Improve how you care for your physical and emotional self.,"{""de"": ""Kümmern Sie sich besser um Ihr körperliches und emotionales Selbst."", ""en"": ""Improve how you care for your physical and emotional self."", ""es"": ""Mejora cómo cuidas tu ser físico y emocional."", ""fr"": ""Mieux prendre soin de votre condition physique et émotionnelle."", ""ja"": ""身体的・精神的な自己をケア方法の改善。"", ""pt"": ""Melhorar os cuidados com o seu aspecto físico e emocional."", ""ru"": ""Повышение эффективности заботы о своем физическом и эмоциональном состоянии."", ""zh"": ""改善你照顾自己的身体和情绪的方式。"", ""en-US"": ""Improve how you care for your physical and emotional self.""}",<p><br></p>,46,Well-Being,"{""de"": ""Wohlergehen"", ""en"": ""Well-Being"", ""es"": ""Bienestar"", ""fr"": ""Bien-être"", ""ja"": ""ウェルビーイング"", ""pt"": ""Bem-estar"", ""ru"": ""Благополучие и самочувствие"", ""zh"": ""幸福感""}",2.0,2022-06-27 20:08:25.823 +0000,2023-05-04 15:56:39.200 +0000,2023-05-04 15:50:00.858 +0000,2023-05-04 15:51:07.526 +0000,1683215400942562001,1570220153216,https://buapp-prod-encrypted.s3.amazonaws.com/resources/topic-themes/heart-in-hands.png,well_being,"{""de"": ""Kümmern Sie sich besser um ihr körperliches und emotionales Selbst."", ""en"": ""Improve how they care for their physical and emotional self."", ""es"": ""Mejorar la forma de cuidar de sí mismos física y emocionalmente."", ""fr"": ""Mieux prendre soin de sa condition physique et émotionnelle."", ""ja"": ""彼らの身体的・精神的な自己ケア方法の改善。"", ""pt"": ""Melhorar os cuidados com os seus aspectos físicos e emocionais."", ""ru"": ""Этот человек повышает эффективность заботы о своем физическом и эмоциональном состоянии."", ""zh"": ""改善他们照顾自己的身体和情绪的方式。""}",20941,bc39fa09-f1e3-40dc-8b63-f19bfa1448fb
2018-03-06 16:00:00.000 +0000,"<p>The connection between employee well-being and benefits to organizations are well established. Employees with lower stress levels are more engaged, productive, and have lower absenteeism than those with higher stress levels. Furthermore, employee well-being is associated with greater employee performance, and research suggests that a leader's positive mood can even support better team functioning.</p>",,<p><a href=""https://www.gallup.com/workplace/237059/employee-burnout-part-main-causes.aspx?g_source=WWWV9&amp;g_medium=csm&amp;g_campaign=syndication"" target=""_blank"">Employee Burnout- the 5 main causes</a></p><p><a href=""https://www.forbes.com/sites/karenhigginbottom/2014/09/11/workplace-stress-leads-to-less-productive-employees/#c2414de31d19"" target=""_blank"">Workplace stress leads to less productive employees</a></p><p><a href=""https://www.hult.edu/blog/how-sleep-deprivation-affects-work-and-performance/"" target=""_blank"">Sleep deprivation affects performance</a></p>,10,Cultivating Well-Being,"{""de"": ""Durch Pflege des Wohlergehens"", ""en"": ""Cultivating Well-Being"", ""es"": ""Cultivar el bienestar"", ""fr"": ""Cultiver le bien-être"", ""ja"": ""ウェルビーイングを育む"", ""pt"": ""Cultivar o Bem-estar"", ""ru"": ""Культивирование благополучия и самочувствия"", ""zh"": ""培养幸福感""}",1.0,2022-03-09 19:42:02.971 +0000,2022-03-09 19:54:10.875 +0000,2022-03-09 19:47:26.039 +0000,2022-03-09 19:48:08.240 +0000,1646855246139579008,1570220153216,https://buapp-prod-encrypted.s3-us-west-2.amazonaws.com/resources/topic-themes/placeholder.png,cultivating_well_being,,4,
2019-07-12 16:37:42.096 +0000,,"{""de"": ""Das Treffen von strategischen Entscheidungen und das Managen komplexer Projekte verbessern."", ""en"": ""Improve strategic decision making and managing complex projects."", ""es"": ""Mejora la toma de decisiones estratégicas y la gestión de proyectos complejos."", ""fr"": ""Améliorer la prise de décision stratégique et la gestion de projets complexes."", ""ja"": ""戦略的意思決定の改善と複雑なプロジェクトの管理。"", ""pt"": ""Melhorar a tomada de decisão estratégica e o gerenciamento de projetos complexos."", ""ru"": ""Более эффективное принятие стратегических решений и управление сложными проектами."", ""zh"": ""提升制定战略决策和管理复杂项目。"", ""en-US"": ""Improve strategic decision making and managing complex projects.""}",<p><br></p>,41,Strategic Management,"{""de"": ""Strategisches Management"", ""en"": ""Strategic Management"", ""es"": ""Gestión estratégica"", ""fr"": ""Gestion stratégique"", ""ja"": ""戦略的マネジメント"", ""pt"": ""Gestão Estratégica"", ""ru"": ""Стратегическое управление"", ""zh"": ""战略管理""}",2.0,2022-03-09 19:42:03.203 +0000,2022-03-09 19:54:10.876 +0000,2022-03-09 19:47:26.039 +0000,2022-03-09 19:48:08.240 +0000,1646855246139740025,1570220153216,https://buapp-prod-encrypted.s3.amazonaws.com/resources/topic-themes/chess-pieces-stacked.png,strategic_management,"{""de"": ""Das Treffen von strategischen Entscheidungen und das Managen komplexer Projekte verbessern."", ""en"": ""Improve strategic decision making and managing complex projects."", ""es"": ""Mejora la toma de decisiones estratégicas y la gestión de proyectos complejos."", ""fr"": ""Améliorer la prise de décision stratégique et la gestion de projets complexes."", ""ja"": ""戦略的意思決定の改善と複雑なプロジェクトの管理。"", ""pt"": ""Melhorar a tomada de decisão estratégica e o gerenciamento de projetos complexos."", ""ru"": ""Более эффективное принятие стратегических решений и управление сложными проектами."", ""zh"": ""提升制定战略决策和管理复杂项目。""}",6550,
2018-03-06 16:00:00.000 +0000,"<p><span style=""color: rgb(0, 0, 0);"">Research suggests that using effective influence strategies results in higher levels of effectiveness at work and commitment from others. In contrast, certain influence tactics such as appealing to one's positional authority can actually backfire and leave others less motivated to follow through with your request. As a result, effective influence is a key skill not just for individuals, but also for building a culture of trust and commitment.</span></p>",,"<p><a href=""https://hbr.org/2018/02/how-to-increase-your-influence-at-work"" target=""_blank"">HBR: How to Increase Your Influence at Work</a></p><p><a href=""https://psycnet.apa.org/record/1992-45063-001"" target=""_blank"">9 influence tactics related to task commitment and manager effectiveness - Yukl &amp; Tracey, 1992</a></p>",15,Effective Influencing,"{""de"": ""Durch effektive Beeinflussung"", ""en"": ""Effective Influencing"", ""es"": ""Influencia efectiva"", ""fr"": ""Influence efficace"", ""ja"": ""効果的な影響力"", ""pt"": ""Influenciar de Maneira Eficaz"", ""ru"": ""Эффективное влияние на других"", ""zh"": ""有效影响""}",1.0,2022-03-09 19:42:03.011 +0000,2022-03-09 19:54:10.875 +0000,2022-03-09 19:47:26.039 +0000,2022-03-09 19:48:08.240 +0000,1646855246139602011,1570220153216,https://buapp-prod-encrypted.s3-us-west-2.amazonaws.com/resources/topic-themes/placeholder.png,effective_influencing,,0,
